Medicine_ID,Medicine_Name,Main_Ingredients,Used_For,Dosage,Form,Manufacturer,Price,Availability_Status,Expiry_Date,Side_Effects,Approval_Status
AYUR19308,Neem-Up,"Shatavari, Tulsi",Indigestion,Apply externally once a day,Capsule,Divya Herbal,266.31,Out of Stock,2029-01-21,Nausea,Approved
AYUR16423,Licorice-Soldier,"Neem, Turmeric",Joint Pain,1 spoon after meal,Powder,VedicLife Pharma,249.84,In Stock,2030-06-18,Headache,Under Review
AYUR14189,Triphala-Day,"Turmeric, Guduchi, Ashwagandha",Hair Fall,Apply externally once a day,Tablet,AyurHealth Ltd.,351.17,In Stock,2030-04-07,None,Approved
AYUR03325,Turmeric-Travel,"Pippali, Giloy",Acidity,2 capsules once daily,Capsule,OrganicVeda,63.08,Out of Stock,2030-01-07,Allergic Reaction,Approved
AYUR19318,Tulsi-New,"Neem, Ashwagandha, Licorice, Shatavari",Indigestion,Apply externally once a day,Capsule,OrganicVeda,123.46,Out of Stock,2026-06-13,Drowsiness,Approved
AYUR16888,Neem-Next,"Arjuna, Guduchi, Turmeric",Skin Allergy,1 tablet twice daily,Syrup,AyurHealth Ltd.,107.23,In Stock,2029-12-20,Headache,Approved
AYUR17817,Brahmi-Recent,"Ashwagandha, Triphala, Giloy",Joint Pain,2 capsules once daily,Powder,VedicLife Pharma,473.76,In Stock,2028-05-24,Drowsiness,Approved
AYUR07723,Arjuna-Against,"Neem, Amla, Licorice, Guggul",Indigestion,5 ml twice daily,Capsule,Ayurveda Bliss,62.09,In Stock,2026-09-08,Drowsiness,Under Review
AYUR17558,Licorice-Six,"Giloy, Neem",Fever,5 ml twice daily,Oil,VedicLife Pharma,173.85,In Stock,2026-10-02,Drowsiness,Approved
AYUR03863,Arjuna-Difficult,"Guggul, Shatavari, Turmeric",Hair Fall,2 capsules once daily,Capsule,VedicLife Pharma,319.14,In Stock,2029-10-01,None,Under Review
AYUR13184,Giloy-Despite,"Pippali, Licorice, Brahmi",Indigestion,1 spoon after meal,Capsule,VedicLife Pharma,187.96,In Stock,2030-06-17,Nausea,Under Review
AYUR04897,Arjuna-Bed,"Licorice, Amla",Indigestion,1 tablet twice daily,Oil,VedicLife Pharma,74.31,Out of Stock,2026-04-14,Nausea,Under Review
AYUR12394,Guduchi-Must,"Amla, Tulsi, Licorice",Diabetes,Apply externally once a day,Tablet,OrganicVeda,359.17,In Stock,2027-11-23,Allergic Reaction,Under Review
AYUR10987,Neem-Most,"Arjuna, Guduchi, Licorice",Acidity,1 tablet twice daily,Oil,OrganicVeda,483.55,Out of Stock,2029-09-22,Headache,Approved
AYUR06510,Guduchi-Central,"Brahmi, Triphala, Neem, Ashwagandha",Stress,1 tablet twice daily,Syrup,VedicLife Pharma,219.55,In Stock,2028-09-25,Drowsiness,Under Review
AYUR06082,Neem-Nor,"Triphala, Ashwagandha",Diabetes,1 tablet twice daily,Powder,HerbalCure Labs,367.31,Out of Stock,2028-03-27,Allergic Reaction,Under Review
AYUR05942,Amla-Money,"Licorice, Brahmi, Ashwagandha, Tulsi",Indigestion,1 tablet twice daily,Capsule,Divya Herbal,82.94,In Stock,2027-09-10,Nausea,Under Review
AYUR18441,Arjuna-Dog,"Guggul, Ashwagandha",Joint Pain,5 ml twice daily,Oil,Ayurveda Bliss,132.44,In Stock,2028-03-01,Allergic Reaction,Under Review
AYUR15773,Tulsi-And,"Arjuna, Licorice",Hair Fall,2 capsules once daily,Tablet,AyurHealth Ltd.,228.27,Out of Stock,2026-12-20,Headache,Approved
AYUR03234,Neem-Both,"Turmeric, Neem, Guduchi, Guggul",High Blood Pressure,2 capsules once daily,Oil,HerbalCure Labs,169.43,In Stock,2029-07-04,None,Approved
AYUR06817,Neem-Player,"Tulsi, Brahmi, Pippali",Joint Pain,Apply externally once a day,Powder,HerbalCure Labs,463.21,Out of Stock,2030-05-16,Headache,Under Review
AYUR05596,Ashwagandha-Collection,"Ashwagandha, Neem, Shatavari",Stress,Apply externally once a day,Tablet,HerbalCure Labs,92.51,Out of Stock,2030-03-14,Nausea,Under Review
AYUR17245,Shatavari-Still,"Guduchi, Amla, Shatavari, Licorice",Diabetes,5 ml twice daily,Syrup,Swasthya Remedies,278.99,In Stock,2028-09-12,Nausea,Approved
AYUR01928,Triphala-Simply,"Guggul, Shatavari, Giloy",Diabetes,1 spoon after meal,Powder,Swasthya Remedies,64.46,Out of Stock,2026-12-07,Headache,Under Review
AYUR13783,Giloy-Name,"Licorice, Arjuna, Brahmi, Guduchi",Acidity,Apply externally once a day,Powder,HerbalCure Labs,262.75,Out of Stock,2029-01-23,Drowsiness,Approved
AYUR02945,Neem-Particular,"Amla, Guggul, Turmeric, Tulsi",Diabetes,5 ml twice daily,Oil,AyurHealth Ltd.,143.01,Out of Stock,2027-05-22,Nausea,Under Review
AYUR03230,Shatavari-Us,"Triphala, Arjuna",Fever,1 tablet twice daily,Tablet,HerbalCure Labs,111.36,In Stock,2027-06-22,Drowsiness,Approved
AYUR10621,Ashwagandha-Compare,"Shatavari, Arjuna, Amla",Fever,2 capsules once daily,Capsule,NatureRoot Medics,61.45,In Stock,2027-01-06,Drowsiness,Approved
AYUR19535,Pippali-Down,"Guduchi, Arjuna, Ashwagandha",Hair Fall,2 capsules once daily,Syrup,OrganicVeda,69.21,In Stock,2027-01-23,None,Under Review
AYUR08556,Brahmi-World,"Ashwagandha, Guduchi",Skin Allergy,2 capsules once daily,Capsule,Ayurveda Bliss,488.84,Out of Stock,2026-09-15,Nausea,Approved
AYUR15798,Guggul-Though,"Guggul, Tulsi, Licorice, Guduchi",Fever,1 tablet twice daily,Tablet,AyurHealth Ltd.,140.7,In Stock,2028-06-22,Drowsiness,Approved
AYUR12873,Shatavari-I,"Amla, Ashwagandha",High Blood Pressure,1 spoon after meal,Powder,Divya Herbal,380.6,Out of Stock,2028-12-03,Allergic Reaction,Under Review
AYUR17652,Pippali-Oil,"Arjuna, Licorice, Triphala",Skin Allergy,1 spoon after meal,Capsule,NatureRoot Medics,64.35,In Stock,2026-05-19,Nausea,Approved
AYUR01705,Turmeric-Good,"Arjuna, Tulsi, Shatavari",Acidity,1 spoon after meal,Capsule,Divya Herbal,192.96,In Stock,2029-05-01,Nausea,Under Review
AYUR13850,Turmeric-Accept,"Licorice, Guduchi",Diabetes,1 tablet twice daily,Syrup,OrganicVeda,331.94,In Stock,2028-02-23,Allergic Reaction,Approved
AYUR14677,Triphala-Read,"Brahmi, Turmeric, Shatavari, Pippali",Cough,1 tablet twice daily,Powder,OrganicVeda,291.74,In Stock,2027-04-02,Nausea,Under Review
AYUR00928,Shatavari-Travel,"Licorice, Ashwagandha",Acidity,1 tablet twice daily,Tablet,VedicLife Pharma,332.09,In Stock,2029-02-04,Headache,Approved
AYUR07702,Amla-Trade,"Pippali, Guggul, Shatavari, Giloy",Fever,1 spoon after meal,Oil,Ayurveda Bliss,451.36,In Stock,2029-03-22,None,Under Review
AYUR17875,Tulsi-Firm,"Giloy, Ashwagandha, Guduchi",Diabetes,1 tablet twice daily,Syrup,Swasthya Remedies,485.43,Out of Stock,2029-07-06,Allergic Reaction,Under Review
AYUR12948,Guggul-Answer,"Giloy, Shatavari",Fever,1 tablet twice daily,Oil,Ayurveda Bliss,242.09,Out of Stock,2029-09-15,Headache,Under Review
AYUR19314,Arjuna-News,"Guggul, Ashwagandha, Amla",Skin Allergy,5 ml twice daily,Syrup,NatureRoot Medics,477.69,In Stock,2029-05-22,Headache,Under Review
AYUR05877,Licorice-Hotel,"Triphala, Licorice, Amla",Indigestion,5 ml twice daily,Syrup,HerbalCure Labs,481.74,Out of Stock,2028-08-12,Allergic Reaction,Under Review
AYUR08195,Guduchi-Social,"Neem, Tulsi, Amla, Triphala",Skin Allergy,2 capsules once daily,Oil,AyurHealth Ltd.,102.62,Out of Stock,2027-02-11,Headache,Approved
AYUR06329,Turmeric-Stop,"Licorice, Neem, Ashwagandha",Fever,1 tablet twice daily,Oil,AyurHealth Ltd.,338.5,Out of Stock,2029-11-09,Nausea,Approved
AYUR09783,Tulsi-Instead,"Arjuna, Shatavari, Giloy, Amla",Skin Allergy,5 ml twice daily,Oil,Ayurveda Bliss,438.96,Out of Stock,2030-06-10,Nausea,Approved
AYUR00942,Triphala-Stand,"Triphala, Licorice, Brahmi",Fever,1 tablet twice daily,Syrup,Ayurveda Bliss,126.1,In Stock,2030-01-06,Headache,Approved
AYUR04758,Shatavari-Today,"Brahmi, Shatavari, Guggul",Cough,1 tablet twice daily,Powder,VedicLife Pharma,211.6,Out of Stock,2027-11-06,Allergic Reaction,Approved
AYUR04638,Amla-Push,"Brahmi, Guduchi",High Blood Pressure,1 spoon after meal,Powder,Ayurveda Bliss,413.68,Out of Stock,2028-07-11,Allergic Reaction,Approved
AYUR14746,Guggul-Family,"Neem, Arjuna",Fever,2 capsules once daily,Tablet,NatureRoot Medics,461.83,In Stock,2028-03-05,Nausea,Under Review
AYUR14604,Shatavari-Minute,"Guduchi, Turmeric, Tulsi, Arjuna",Hair Fall,1 tablet twice daily,Powder,Divya Herbal,463.88,In Stock,2026-07-08,Headache,Under Review
AYUR01547,Neem-Tv,"Arjuna, Guggul, Brahmi, Giloy",Joint Pain,1 tablet twice daily,Capsule,AyurHealth Ltd.,81.4,In Stock,2027-10-01,Nausea,Approved
AYUR18238,Tulsi-Think,"Tulsi, Licorice, Turmeric",Fever,Apply externally once a day,Powder,NatureRoot Medics,372.47,Out of Stock,2026-02-02,Nausea,Approved
AYUR07590,Pippali-Expect,"Neem, Pippali, Brahmi, Amla",Joint Pain,Apply externally once a day,Powder,AyurHealth Ltd.,357.63,Out of Stock,2030-02-03,Drowsiness,Approved
AYUR11391,Turmeric-Research,"Giloy, Neem, Licorice",Acidity,2 capsules once daily,Powder,AyurHealth Ltd.,242.61,In Stock,2026-12-02,Drowsiness,Approved
AYUR03856,Brahmi-Grow,"Shatavari, Ashwagandha",Indigestion,2 capsules once daily,Tablet,NatureRoot Medics,89.51,In Stock,2029-10-22,Headache,Approved
AYUR04853,Brahmi-Dark,"Ashwagandha, Amla, Triphala, Guduchi",Skin Allergy,Apply externally once a day,Powder,NatureRoot Medics,52.26,Out of Stock,2026-03-21,None,Approved
AYUR19924,Arjuna-Religious,"Guduchi, Turmeric",High Blood Pressure,1 tablet twice daily,Syrup,AyurHealth Ltd.,311.51,Out of Stock,2029-02-14,Nausea,Under Review
AYUR14574,Neem-Water,"Turmeric, Amla, Guggul",Skin Allergy,1 tablet twice daily,Capsule,Swasthya Remedies,431.35,Out of Stock,2029-01-07,Headache,Approved
AYUR17767,Shatavari-When,"Tulsi, Neem",Hair Fall,5 ml twice daily,Capsule,VedicLife Pharma,139.52,Out of Stock,2026-11-27,Allergic Reaction,Approved
AYUR05445,Licorice-Peace,"Triphala, Guduchi, Ashwagandha",Stress,2 capsules once daily,Capsule,AyurHealth Ltd.,342.46,In Stock,2026-11-07,Drowsiness,Approved
AYUR19853,Guggul-Wide,"Brahmi, Ashwagandha, Neem",Acidity,1 spoon after meal,Powder,Swasthya Remedies,257.22,Out of Stock,2028-05-26,None,Approved
AYUR18309,Arjuna-Language,"Ashwagandha, Arjuna, Turmeric, Pippali",Acidity,1 spoon after meal,Tablet,Ayurveda Bliss,331.64,Out of Stock,2028-11-12,None,Approved
AYUR05414,Ashwagandha-Generation,"Giloy, Licorice",Stress,1 tablet twice daily,Syrup,Divya Herbal,276.38,Out of Stock,2027-09-23,Drowsiness,Approved
AYUR04579,Triphala-Per,"Turmeric, Amla",Fever,Apply externally once a day,Tablet,Ayurveda Bliss,308.44,Out of Stock,2026-06-29,None,Approved
AYUR18546,Ashwagandha-Industry,"Triphala, Arjuna, Giloy",Skin Allergy,2 capsules once daily,Capsule,VedicLife Pharma,75.52,Out of Stock,2027-12-18,None,Under Review
AYUR00983,Turmeric-Various,"Licorice, Shatavari, Neem",Stress,1 spoon after meal,Syrup,AyurHealth Ltd.,271.11,In Stock,2028-12-25,None,Under Review
AYUR13028,Brahmi-Maybe,"Pippali, Turmeric, Brahmi",Skin Allergy,1 tablet twice daily,Powder,Ayurveda Bliss,148.12,In Stock,2026-06-05,Allergic Reaction,Approved
AYUR10805,Giloy-Impact,"Shatavari, Triphala, Amla",Hair Fall,1 tablet twice daily,Tablet,Divya Herbal,212.86,Out of Stock,2028-07-05,None,Under Review
AYUR19323,Ashwagandha-So,"Triphala, Tulsi",Joint Pain,1 spoon after meal,Powder,HerbalCure Labs,447.19,Out of Stock,2027-01-16,Allergic Reaction,Under Review
AYUR09236,Neem-Face,"Brahmi, Guggul, Tulsi, Triphala",Skin Allergy,2 capsules once daily,Powder,VedicLife Pharma,139.62,In Stock,2028-09-12,Nausea,Under Review
AYUR08336,Giloy-Full,"Guggul, Triphala",Stress,5 ml twice daily,Capsule,Divya Herbal,421.35,Out of Stock,2030-01-13,Allergic Reaction,Approved
AYUR07722,Arjuna-Important,"Licorice, Pippali",Hair Fall,Apply externally once a day,Tablet,Divya Herbal,320.43,In Stock,2027-12-18,None,Under Review
AYUR05869,Guduchi-Ok,"Shatavari, Triphala",Indigestion,2 capsules once daily,Syrup,OrganicVeda,139.1,Out of Stock,2026-07-14,None,Approved
AYUR17781,Arjuna-Congress,"Guduchi, Brahmi, Pippali",Indigestion,Apply externally once a day,Syrup,Swasthya Remedies,401.54,In Stock,2030-01-03,Nausea,Approved
AYUR03615,Triphala-Like,"Tulsi, Shatavari, Turmeric, Triphala",Joint Pain,1 spoon after meal,Syrup,NatureRoot Medics,411.98,In Stock,2029-04-23,Drowsiness,Approved
AYUR01248,Ashwagandha-Example,"Brahmi, Guggul, Turmeric, Triphala",Hair Fall,5 ml twice daily,Syrup,Divya Herbal,235.23,In Stock,2029-12-24,None,Approved
AYUR06126,Arjuna-Community,"Neem, Pippali, Brahmi",High Blood Pressure,Apply externally once a day,Oil,Ayurveda Bliss,114.25,Out of Stock,2026-09-25,Headache,Approved
AYUR03563,Tulsi-Never,"Amla, Turmeric, Brahmi",High Blood Pressure,1 spoon after meal,Capsule,Ayurveda Bliss,446.5,In Stock,2030-03-30,Allergic Reaction,Approved
AYUR06021,Giloy-Right,"Ashwagandha, Shatavari, Neem, Arjuna",Joint Pain,1 tablet twice daily,Tablet,VedicLife Pharma,258.62,In Stock,2027-12-25,Drowsiness,Under Review
AYUR16459,Guggul-Development,"Pippali, Guggul, Amla",Acidity,1 spoon after meal,Syrup,NatureRoot Medics,258.92,In Stock,2026-12-13,None,Approved
AYUR18408,Ashwagandha-Make,"Licorice, Amla, Guggul, Giloy",Hair Fall,5 ml twice daily,Capsule,VedicLife Pharma,186.21,In Stock,2026-11-03,Nausea,Approved
AYUR19279,Arjuna-Pass,"Amla, Licorice",Acidity,Apply externally once a day,Capsule,NatureRoot Medics,408.57,In Stock,2026-01-08,Drowsiness,Approved
AYUR02259,Guggul-There,"Brahmi, Turmeric, Neem, Licorice",Indigestion,2 capsules once daily,Powder,VedicLife Pharma,307.45,Out of Stock,2027-04-15,Drowsiness,Approved
AYUR03038,Licorice-Out,"Brahmi, Triphala, Shatavari, Giloy",Fever,5 ml twice daily,Capsule,Ayurveda Bliss,67.75,Out of Stock,2030-05-02,Headache,Approved
AYUR02323,Arjuna-Camera,"Licorice, Arjuna",Acidity,2 capsules once daily,Oil,Divya Herbal,481.86,Out of Stock,2026-08-01,Headache,Under Review
AYUR07695,Arjuna-Yet,"Tulsi, Arjuna, Brahmi, Turmeric",High Blood Pressure,Apply externally once a day,Syrup,NatureRoot Medics,338.63,Out of Stock,2029-06-04,None,Approved
AYUR07799,Licorice-As,"Ashwagandha, Triphala, Amla, Tulsi",Fever,5 ml twice daily,Tablet,AyurHealth Ltd.,266.69,In Stock,2028-06-03,Allergic Reaction,Approved
AYUR05519,Ashwagandha-Without,"Neem, Triphala",Joint Pain,1 spoon after meal,Capsule,HerbalCure Labs,293.19,Out of Stock,2028-01-11,Drowsiness,Approved
AYUR17920,Turmeric-Author,"Triphala, Brahmi",Stress,1 spoon after meal,Capsule,HerbalCure Labs,304.02,Out of Stock,2027-12-18,None,Under Review
AYUR09035,Shatavari-President,"Brahmi, Guduchi, Triphala",High Blood Pressure,Apply externally once a day,Capsule,NatureRoot Medics,256.02,In Stock,2026-04-13,None,Under Review
AYUR18922,Neem-Attorney,"Turmeric, Triphala",Indigestion,Apply externally once a day,Capsule,NatureRoot Medics,472.51,Out of Stock,2026-03-04,Drowsiness,Approved
AYUR02992,Guduchi-In,"Tulsi, Guggul, Brahmi, Pippali",High Blood Pressure,1 tablet twice daily,Capsule,Swasthya Remedies,278.34,Out of Stock,2027-06-12,Allergic Reaction,Approved
AYUR06340,Pippali-Notice,"Shatavari, Neem",Skin Allergy,1 spoon after meal,Tablet,HerbalCure Labs,394.3,In Stock,2029-04-10,Drowsiness,Approved
AYUR09905,Amla-Case,"Arjuna, Neem, Amla",Fever,2 capsules once daily,Capsule,Swasthya Remedies,259.42,Out of Stock,2028-07-05,Allergic Reaction,Approved
AYUR12468,Pippali-Staff,"Giloy, Triphala, Pippali, Neem",Indigestion,2 capsules once daily,Oil,HerbalCure Labs,358.7,In Stock,2029-11-10,None,Approved
AYUR12028,Shatavari-Home,"Ashwagandha, Turmeric, Neem, Brahmi",Skin Allergy,2 capsules once daily,Tablet,Swasthya Remedies,234.63,Out of Stock,2029-08-07,Drowsiness,Under Review
AYUR06971,Neem-Central,"Neem, Giloy, Guggul",Indigestion,Apply externally once a day,Oil,HerbalCure Labs,475.15,In Stock,2027-04-13,Nausea,Under Review
AYUR06585,Amla-Out,"Tulsi, Guduchi, Giloy",Diabetes,1 spoon after meal,Capsule,Ayurveda Bliss,98.12,Out of Stock,2028-06-15,None,Under Review
AYUR02206,Licorice-Arm,"Arjuna, Guduchi",Indigestion,Apply externally once a day,Tablet,NatureRoot Medics,465.38,Out of Stock,2026-01-21,Headache,Under Review
AYUR03328,Turmeric-Head,"Pippali, Shatavari, Arjuna, Brahmi",Skin Allergy,5 ml twice daily,Capsule,VedicLife Pharma,367.76,In Stock,2026-08-12,Nausea,Under Review
AYUR06819,Shatavari-Fire,"Guduchi, Guggul",Acidity,Apply externally once a day,Powder,Swasthya Remedies,438.79,Out of Stock,2026-09-29,None,Under Review
AYUR08610,Licorice-Decide,"Giloy, Ashwagandha, Pippali",Skin Allergy,1 spoon after meal,Capsule,NatureRoot Medics,470.81,Out of Stock,2030-03-04,Nausea,Under Review
AYUR13517,Triphala-Nice,"Pippali, Guduchi, Arjuna, Neem",Diabetes,1 spoon after meal,Oil,Ayurveda Bliss,360.57,In Stock,2027-03-26,None,Under Review
AYUR19507,Tulsi-Whose,"Shatavari, Triphala, Pippali",Joint Pain,2 capsules once daily,Syrup,HerbalCure Labs,303.02,In Stock,2026-06-14,Headache,Under Review
AYUR01480,Ashwagandha-System,"Ashwagandha, Guggul, Triphala, Turmeric",Cough,5 ml twice daily,Syrup,AyurHealth Ltd.,103.86,Out of Stock,2028-08-16,Headache,Approved
AYUR10690,Arjuna-Move,"Brahmi, Guduchi, Giloy, Tulsi",Cough,1 tablet twice daily,Oil,Swasthya Remedies,177.82,Out of Stock,2029-05-25,Drowsiness,Approved
AYUR11179,Turmeric-Authority,"Neem, Arjuna, Shatavari, Triphala",Skin Allergy,2 capsules once daily,Oil,Ayurveda Bliss,164.69,Out of Stock,2029-09-18,Allergic Reaction,Under Review
AYUR12294,Guggul-Budget,"Guggul, Brahmi, Licorice, Turmeric",Skin Allergy,1 spoon after meal,Oil,NatureRoot Medics,160.07,Out of Stock,2028-07-25,Drowsiness,Under Review
AYUR18156,Amla-Activity,"Guduchi, Turmeric",Indigestion,5 ml twice daily,Powder,OrganicVeda,362.08,In Stock,2029-03-26,Nausea,Under Review
AYUR15307,Turmeric-Of,"Triphala, Neem, Amla",High Blood Pressure,1 spoon after meal,Syrup,Swasthya Remedies,371.7,Out of Stock,2028-12-27,Nausea,Approved
AYUR04510,Tulsi-First,"Turmeric, Licorice, Ashwagandha, Neem",High Blood Pressure,1 tablet twice daily,Powder,Divya Herbal,416.93,Out of Stock,2026-03-22,Drowsiness,Under Review
AYUR17830,Tulsi-Offer,"Turmeric, Amla",Stress,Apply externally once a day,Capsule,HerbalCure Labs,322.54,In Stock,2028-05-01,Nausea,Approved
AYUR08596,Brahmi-Until,"Amla, Ashwagandha, Pippali",Fever,1 spoon after meal,Capsule,HerbalCure Labs,416.02,Out of Stock,2030-04-15,Drowsiness,Under Review
AYUR00197,Brahmi-Each,"Arjuna, Neem",Fever,Apply externally once a day,Capsule,HerbalCure Labs,495.64,Out of Stock,2029-05-30,None,Approved
AYUR17777,Tulsi-Pick,"Tulsi, Turmeric, Brahmi, Arjuna",High Blood Pressure,1 spoon after meal,Oil,OrganicVeda,259.14,Out of Stock,2030-06-29,Allergic Reaction,Approved
AYUR15556,Ashwagandha-Top,"Guggul, Giloy, Arjuna, Amla",High Blood Pressure,1 tablet twice daily,Powder,HerbalCure Labs,342.84,Out of Stock,2026-06-30,Drowsiness,Under Review
AYUR06216,Brahmi-Local,"Triphala, Neem",Hair Fall,5 ml twice daily,Syrup,Swasthya Remedies,283.01,Out of Stock,2029-01-26,Drowsiness,Under Review
AYUR05670,Giloy-Idea,"Guggul, Ashwagandha",Cough,5 ml twice daily,Powder,AyurHealth Ltd.,107.99,Out of Stock,2029-11-14,Allergic Reaction,Under Review
AYUR10951,Shatavari-Race,"Giloy, Brahmi, Licorice, Turmeric",Skin Allergy,1 spoon after meal,Oil,Divya Herbal,193.74,In Stock,2026-10-25,Nausea,Under Review
AYUR08388,Giloy-Two,"Triphala, Shatavari, Tulsi",High Blood Pressure,2 capsules once daily,Tablet,VedicLife Pharma,369.64,In Stock,2030-05-15,Allergic Reaction,Approved
AYUR11626,Guggul-Job,"Brahmi, Triphala, Turmeric, Tulsi",Indigestion,2 capsules once daily,Oil,Divya Herbal,303.98,Out of Stock,2027-06-28,Allergic Reaction,Under Review
AYUR07039,Arjuna-Effort,"Amla, Pippali",High Blood Pressure,5 ml twice daily,Tablet,OrganicVeda,458.3,Out of Stock,2026-12-23,None,Under Review
AYUR17527,Guggul-Plan,"Neem, Ashwagandha, Brahmi, Turmeric",Skin Allergy,5 ml twice daily,Tablet,Divya Herbal,275.71,In Stock,2026-09-06,Allergic Reaction,Under Review
AYUR18252,Arjuna-Edge,"Brahmi, Neem, Amla",High Blood Pressure,1 spoon after meal,Capsule,NatureRoot Medics,251.25,In Stock,2026-05-21,Allergic Reaction,Approved
AYUR16922,Turmeric-Sing,"Turmeric, Pippali, Tulsi, Guggul",Stress,2 capsules once daily,Oil,Swasthya Remedies,266.01,Out of Stock,2028-03-08,Headache,Approved
AYUR19571,Guggul-If,"Arjuna, Guduchi, Brahmi, Turmeric",Joint Pain,1 tablet twice daily,Tablet,Divya Herbal,51.78,In Stock,2029-01-21,Headache,Under Review
AYUR19793,Guduchi-Wind,"Neem, Shatavari, Guggul, Guduchi",Cough,Apply externally once a day,Capsule,HerbalCure Labs,154.32,In Stock,2029-02-01,Nausea,Under Review
AYUR08899,Pippali-On,"Neem, Ashwagandha, Licorice, Pippali",High Blood Pressure,2 capsules once daily,Powder,OrganicVeda,443.96,Out of Stock,2029-07-18,Nausea,Approved
AYUR04296,Ashwagandha-Family,"Neem, Pippali",Hair Fall,1 tablet twice daily,Tablet,NatureRoot Medics,247.79,In Stock,2029-01-01,Headache,Approved
AYUR19214,Amla-Clearly,"Ashwagandha, Guggul, Shatavari, Triphala",Acidity,5 ml twice daily,Oil,VedicLife Pharma,64.25,In Stock,2028-03-01,Drowsiness,Under Review
AYUR00739,Pippali-News,"Brahmi, Amla, Guggul, Licorice",Skin Allergy,5 ml twice daily,Powder,HerbalCure Labs,245.71,In Stock,2028-11-22,Headache,Under Review
AYUR13559,Guggul-Later,"Triphala, Brahmi, Guggul, Licorice",Skin Allergy,1 tablet twice daily,Capsule,Ayurveda Bliss,101.91,In Stock,2027-10-04,None,Approved
AYUR17544,Shatavari-Speech,"Turmeric, Amla",Indigestion,1 spoon after meal,Capsule,Ayurveda Bliss,466.74,Out of Stock,2026-07-20,Headache,Approved
AYUR16811,Guggul-Team,"Shatavari, Giloy, Guggul",Hair Fall,5 ml twice daily,Oil,Ayurveda Bliss,363.97,Out of Stock,2029-08-04,Nausea,Under Review
AYUR18133,Giloy-Research,"Triphala, Giloy",Acidity,5 ml twice daily,Powder,HerbalCure Labs,370.16,In Stock,2030-02-11,None,Approved
AYUR07995,Guduchi-Next,"Pippali, Shatavari, Guggul",Acidity,5 ml twice daily,Oil,Swasthya Remedies,409.17,In Stock,2026-05-11,Drowsiness,Under Review
AYUR09191,Pippali-Computer,"Giloy, Triphala",Fever,1 tablet twice daily,Capsule,AyurHealth Ltd.,128.16,In Stock,2028-04-24,None,Under Review
AYUR15253,Tulsi-Yes,"Neem, Amla, Arjuna",Stress,1 tablet twice daily,Capsule,AyurHealth Ltd.,375.47,Out of Stock,2028-05-31,None,Approved
AYUR05029,Amla-Song,"Guduchi, Ashwagandha",Cough,5 ml twice daily,Syrup,HerbalCure Labs,245.66,Out of Stock,2029-10-23,Nausea,Approved
AYUR12062,Tulsi-Meet,"Turmeric, Neem, Brahmi",Skin Allergy,5 ml twice daily,Oil,OrganicVeda,222.79,In Stock,2029-10-20,Drowsiness,Under Review
AYUR15710,Guggul-City,"Ashwagandha, Brahmi",Stress,1 tablet twice daily,Tablet,OrganicVeda,235.4,In Stock,2029-06-24,None,Approved
AYUR09416,Brahmi-Claim,"Ashwagandha, Brahmi, Shatavari, Guggul",Stress,2 capsules once daily,Oil,OrganicVeda,212.91,Out of Stock,2026-06-10,Nausea,Under Review
AYUR05833,Brahmi-Of,"Licorice, Pippali, Tulsi",Stress,2 capsules once daily,Tablet,NatureRoot Medics,270.59,Out of Stock,2028-05-14,Allergic Reaction,Approved
AYUR13215,Brahmi-Brother,"Shatavari, Guduchi, Brahmi",Acidity,1 spoon after meal,Oil,Ayurveda Bliss,321.11,Out of Stock,2026-01-06,Headache,Approved
AYUR01096,Brahmi-In,"Amla, Giloy, Ashwagandha, Neem",Diabetes,2 capsules once daily,Oil,Ayurveda Bliss,119.98,In Stock,2028-12-03,None,Approved
AYUR11457,Shatavari-Office,"Guduchi, Pippali",Skin Allergy,Apply externally once a day,Powder,VedicLife Pharma,215.7,Out of Stock,2028-02-08,Drowsiness,Approved
AYUR08561,Neem-Develop,"Guduchi, Amla, Shatavari",Skin Allergy,1 tablet twice daily,Tablet,Ayurveda Bliss,242.6,Out of Stock,2026-03-12,None,Under Review
AYUR14557,Shatavari-Meeting,"Shatavari, Licorice",Indigestion,1 tablet twice daily,Powder,AyurHealth Ltd.,71.42,In Stock,2027-11-04,Drowsiness,Approved
AYUR16890,Guggul-Cause,"Shatavari, Ashwagandha",Skin Allergy,2 capsules once daily,Powder,NatureRoot Medics,107.58,Out of Stock,2027-05-09,Nausea,Under Review
AYUR19988,Neem-Establish,"Guduchi, Licorice, Triphala, Turmeric",Skin Allergy,1 tablet twice daily,Powder,Divya Herbal,256.92,In Stock,2028-07-20,Allergic Reaction,Approved
AYUR04474,Licorice-Together,"Amla, Neem, Guduchi",Diabetes,1 tablet twice daily,Syrup,VedicLife Pharma,301.15,Out of Stock,2029-08-11,None,Approved
AYUR15908,Guduchi-Perhaps,"Brahmi, Amla, Turmeric, Tulsi",Acidity,Apply externally once a day,Tablet,Divya Herbal,285.77,Out of Stock,2030-01-10,Drowsiness,Under Review
AYUR19982,Tulsi-Region,"Brahmi, Ashwagandha, Guduchi",High Blood Pressure,5 ml twice daily,Syrup,HerbalCure Labs,173.89,In Stock,2026-09-23,Allergic Reaction,Under Review
